DTC Kodu,Başlık,Alt Sistem,Öncelik,Neden Sayısı,Adım Sayısı
P20E6,Reductant Injection Air Pressure Too Low,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20E7,Reductant Injection Air Pressure Too High,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20E8,Reductant Pressure Too Low,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20E9,Reductant Pressure Too High,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20EA,Reductant Control Module Power Relay De-Energized Performance - Too Early,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20EB,Reductant Control Module Power Relay De-Energized Performance - Too Late,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20EC,SCR NOx Catalyst - Over Temperature Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20ED,SCR NOx Pre-Catalyst - Over Temperature Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20EE,SCR NOx Catalyst Efficiency Below Threshold Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20EF,SCR NOx Pre- Catalyst Efficiency Below Threshold Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20F0,SCR NOx Catalyst - Over Temperature Bank 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20F1,SCR NOx Pre-Catalyst - Over Temperature Bank 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20F2,SCR NOx Catalyst Efficiency Below Threshold Bank 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20F3,SCR NOx Pre- Catalyst Efficiency Below Threshold Bank 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20F4,Reductant Consumption Too Low,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20F5,Reductant Consumption Too High,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20F6,Reductant Injection Valve Stuck Open Bank 1 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20F7,Reductant Injection Valve Stuck Open Bank 2 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20FB,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20FC,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20FE,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P20FF,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P210A,"Throttle control unit B, control motor - open circuit / Heated oxygen sensor (H02S) 1, bank 1 - implausible signal",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P210B,"Throttle control unit B, control motor- circuit range/performance",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P210C,"Throttle control unit B, control motor - circuit low",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P210D,"Throttle control unit B, control motor - circuit high",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P210E,Throttle position sensor (TPS)/accelerator pedal position (APP) sensor/switch C/F voltage - correlation,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P210F,"Heated oxygen sensor (H02S) 1, bank 1 - implausible signal",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P212A,"Throttle Position Sensor/Switch ""G"" Circuit",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P212B,"Throttle Position Sensor/Switch ""G"" Circuit Range/Performance",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P212C,"Throttle Position Sensor/Switch ""G"" Circuit Low",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P212D,"Throttle Position Sensor/Switch ""G"" Circuit High",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P212E,"Throttle Position Sensor/Switch ""G"" Circuit Intermittent",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P213A,Exhaust gas recirculation (EGR) throttle B - open circuit,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P213B,Exhaust gas recirculation (EGR) throttle B - control circuit range/performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P213C,Exhaust gas recirculation (EGR) throttle B - control circuit low,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P213D,Exhaust gas recirculation (EGR) throttle B - control circuit high,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P213E,Fuel injection system fault- forced engine shut-down mode,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P213F,Fuel pump (FP) system fault - forced engine shut-down mode,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P214C,"Long term fuel trim (LTFT), bank 1 - range/performance problem",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P214D,"Long term fuel trim (LTFT), bank 1 -range/performance problem",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P215A,Vehicle speed sensor (VSS)/wheel speed - correlation,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P215B,Vehicle speed sensor (VSS)/transmission output shaft speed (OSS) sensor - correlation,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P215C,Output Shaft Speed - Wheel Speed Correlation,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P216A,"Fuel injector group E, supply voltage - open circuit",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P216B,"Fuel injector group E, supply voltage - circuit low",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P216C,"Fuel injector group E, supply voltage - circuit high",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P216D,"Fuel injector group F, supply voltage - open circuit",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P216E,"Fuel injector group F, supply voltage - circuit low",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P216F,"Fuel injector group F, supply voltage - circuit high Wiring,",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P217A,"Fuel Injector Group ""G"" Supply Voltage Circuit/Open",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P217B,"Fuel Injector Group ""G"" Supply Voltage Circuit Low",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P217C,"Fuel Injector Group ""G"" Supply Voltage Circuit High",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P217D,"Fuel Injector Group ""H"" Supply Voltage Circuit/Open",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P217E,"Fuel Injector Group ""H"" Supply Voltage Circuit Low",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P217F,"Fuel Injector Group ""H"" Supply Voltage Circuit High",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P219A,Bank 1 Air/Fuel Ratio Imbalance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P219B,Bank 2 Air/Fuel Ratio Imbalance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P219C,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P219D,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P219E,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21AC,"Long term fuel trim (LTFT), under load, bank 1 - rich",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21AD,"Long term fuel trim (LTFT), under load, bank 1 - lean",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21C1,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21C8,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21CB,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21CC,"Long term fuel trim (LTFT), at idle, bank 1 - rich",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21CD,"Long term fuel trim (LTFT), at idle, bank 1 -lean",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21CF,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21D2,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21E0,"Long term fuel trim (LTFT), bank 1 - implausible signal",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21EB,"Long term fuel trim (LTFT), bank 1 -no signal",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21EC,"Long term fuel trim (LTFT), bank 1 - signal high",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21ED,"Long term fuel trim (LTFT), bank 1 -signal low",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P21F9,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P222A,"Barometric Pressure Sensor ""B"" Circuit Range/Performance","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P222B,"Barometric Pressure Sensor ""B"" Circuit Low","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P222C,"Barometric Pressure Sensor ""B"" Circuit High","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P222D,"Barometric Pressure Sensor ""B"" Circuit Intermittent/Erratic","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P222E,"Barometric Pressure Sensor ""A""/""B"" Correlation","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P224F,"Barometric Pressure Sensor ""B"" Circuit","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P226A,Water-in-fuel warning lamp - circuit malfunction,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",LOW,3,3
P226B,Turbocharger/Supercharger Boost Pressure Too High - Mechanical,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P228A,Fuel Pressure Regulator 1 - Forced Engine Shutdown,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P228B,Fuel Pressure Regulator 2 - Forced Engine Shutdown,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P228C,Fuel Pressure Regulator 1 Exceeded Control Limits - Pressure Too Low,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P228D,Fuel Pressure Regulator 1 Exceeded Control Limits - Pressure Too High,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P228E,Fuel Pressure Regulator 1 Exceeded Learning Limits - Too Low,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P228F,Fuel Pressure Regulator 1 Exceeded Learning Limits - Too High,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P229A,Fuel Pressure Regulator 2 Exceeded Control Limits - Pressure Too Low,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P229B,Fuel Pressure Regulator 2 Exceeded Control Limits - Pressure Too High,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P229C,Fuel Pressure Regulator 2 Exceeded Learning Limits - Too Low,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P229D,Fuel Pressure Regulator 2 Exceeded Learning Limits - Too High,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P229F,NOx Sensor Circuit Range/Performance Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22A0,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22A1,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22A2,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22A3,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22A5,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22A6,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22A7,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22A9,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22AA,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22AB,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22AC,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22AE,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22B6,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22B7,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22CF,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22D2,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22D5,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22D6,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22D9,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22E0,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22E1,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22E3,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22E7,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22F9,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22FA,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22FB,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P22FE,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.","NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,3
P2382,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P23B5,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P23B6,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P23D2,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P23EA,"Generic (SAE-defined) powertrain code in the P2 range, covering fuel and air metering, injector circuits and auxiliary emission controls.",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2400,"Evaporative emission (EVAP) leak detection pump, control - open circuit",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2401,"Evaporative emission (EVAP) leak detection pump, control - circuit low",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2402,"Evaporative emission (EVAP) leak detection pump, control - circuit high",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2403,"Evaporative emission (EVAP) leak detection pump, sense circuit - open circuit",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2404,"Evaporative emission (EVAP) leak detection pump, sense circuit - range/performance problem",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2405,"Evaporative emission (EVAP) leak detection pump, sense circuit - circuit low",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2406,"Evaporative emission (EVAP) leak detection pump, sense circuit- circuit high",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2407,"Evaporative emission (EVAP) leak detection pump, sense circuit - circuit intermittent/erratic",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2408,Fuel filler cap warning sensor/switch - circuit malfunction,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2409,Fuel filler cap warning sensor/switch - range/performance problem,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P240A,Evaporative emission (EVAP) leak detection pump heater - open circuit,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P240B,Evaporative emission (EVAP) leak detection pump heater - circuit low,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P240C,Evaporative emission (EVAP) leak detection pump heater - circuit high,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2410,Fuel filler cap warning sensor/switch - circuit low,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2411,Fuel filler cap warning sensor/switch - circuit high,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2412,Fuel filler cap warning sensor/switch - circuit intermittent/erratic,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2413,Exhaust gas recirculation (EGR) system - performance problem,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2414,"Heated oxygen sensor (H02S) 1, bank 1 - exhaust sample error / - implausible signal",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2415,"Heated oxygen sensor (H02S) 1, bank 2 - exhaust sample error / Engine coolant temperature (ECT) sensor - low signal",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2416,"Heated oxygen sensor (H02S) 2, bank 1/heated oxygen sensor (H02S) 3, bank 1 - signals transposed",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2417,"Heated oxygen sensor (H02S) 2, bank 2/heated oxygen sensor (H02S) 3, bank 2 - signals transposed",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2418,Evaporative emission (EVAP) switching valve - open circuit,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2419,Evaporative emission (EVAP) switching valve - circuit low,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2420,Evaporative emission (EVAP) switching valve - circuit high,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2421,Evaporative emission (EVAP) vent valve - valve stuck open,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2422,Evaporative emission (EVAP) vent valve - valve stuck closed,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2423,"Hydrocarbon (HC) catalytic converter, bank 1 - efficiency below threshold",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2424,"Hydrocarbon (HC) catalytic converter, bank 2 - efficiency below threshold",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2425,Exhaust gas recirculation (EGR) cooling valve - open circuit,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2426,Exhaust gas recirculation (EGR) cooling valve - circuit low,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2427,Exhaust gas recirculation (EGR) cooling valve - circuit high,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,4,3
P2428,"Exhaust gas temperature (EGT), bank 1 - temperature too high",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2429,"Exhaust gas temperature (EGT), bank 2 - temperature too high",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P242A,"Exhaust gas temperature sensor 3, bank 1 -circuit malfunction",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P242B,"Exhaust gas temperature sensor 3, bank 1 -circuit range/performance",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P242C,"Exhaust gas temperature sensor 3, bank 1 -circuit low",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P242D,"Exhaust gas temperature sensor 3, bank 1 -circuit high",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P242E,"Exhaust gas temperature sensor 3, bank 1 -circuit intermittent/erratic",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P242F,Diesel particulate filter (DPF) - restriction/ash accumulation,Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2430,"Secondary air injection (AIR) system, air flow/pressure sensor, bank 1 - circuit malfunction",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2431,"Secondary air injection (AIR) system, air flow/ pressure sensor, bank 1 - range/performance problem",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2432,"Secondary air injection (AIR) system, air flow/ pressure sensor, bank 1 - circuit low",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2433,"Secondary air injection (AIR) system, air flow/pressure sensor, bank 1 - circuit high",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2434,"Secondary air injection (AIR) system, air flow/ pressure sensor, bank 1 - circuit intermittent/ erratic",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2435,"Secondary air injection (AIR) system, air flow/pressure sensor, bank 2 - circuit malfunction",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2436,"Secondary air injection (AIR) system, air flow/ pressure sensor, bank 2 - range/performance problem",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2437,"Secondary air injection (AIR) system, air flow/pressure sensor, bank 2 - circuit low",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2438,"Secondary air injection (AIR) system, air flow/pressure sensor, bank 2 - circuit high",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
P2439,"Secondary air injection (AIR) system, air flow/ pressure sensor, bank 2 - circuit intermittent/ erratic",Güç Aktarma Organları & Motor Yönetimi (Powertrain),MEDIUM,3,3
